period,abn,institution_name,big5_flag,owner_occupied_value_millions,investment_value_millions,total_housing_value_millions,system_owner_occupied_millions,system_investment_millions,system_total_housing_millions,owner_occupied_share,investment_share,total_housing_share
2020-11-01,17061700712,Credit Suisse AG,false,109.6,60.2,169.8,1153802.8,637845.5,1791648.2999999993,0.00009499,0.00009438,0.00009477
2020-11-01,44087650959,Credit Union Australia Ltd,false,10242.3,2585.3,12827.599999999999,1153802.8,637845.5,1791648.2999999993,0.00887699,0.00405318,0.00715966
2020-11-01,36087651232,Credit Union SA Ltd,false,760.6,174.2,934.8,1153802.8,637845.5,1791648.2999999993,0.00065921,0.00027311,0.00052175
2020-11-01,95087822455,Cuscal Limited,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,46601105373,DBS Bank Ltd,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,57087651385,Defence Bank Limited,false,1944.6,305.7,2250.2999999999997,1153802.8,637845.5,1791648.2999999993,0.00168538,0.00047927,0.00125599
2020-11-01,13064165162,Deutsche Bank Aktiengesellschaft,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,60606234879,"E.SUN Commercial Bank, Ltd.",false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,15126292608,First Commercial Bank,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,95087650735,First Option Bank Ltd,false,135.5,43.2,178.7,1153802.8,637845.5,1791648.2999999993,0.00011744,0.00006773,0.00009974
2020-11-01,72087650637,G&C Mutual Bank Limited,false,513.8,172.1,685.9,1153802.8,637845.5,1791648.2999999993,0.00044531,0.00026981,0.00038283
2020-11-01,47087650093,Gateway Bank Ltd,false,590,168.9,758.9,1153802.8,637845.5,1791648.2999999993,0.00051135,0.00026480,0.00042358
2020-11-01,87087651509,Goulburn Murray Credit Union Co-operative Limited,false,212.6,48.8,261.4,1153802.8,637845.5,1791648.2999999993,0.00018426,0.00007651,0.00014590
2020-11-01,88087651956,Greater Bank Limited,false,4161.8,1152.1,5313.9,1153802.8,637845.5,1791648.2999999993,0.00360703,0.00180624,0.00296593
2020-11-01,32087652024,Heritage Bank Limited,false,5715.3,1734.6,7449.9,1153802.8,637845.5,1791648.2999999993,0.00495345,0.00271947,0.00415813
2020-11-01,66087650173,Horizon Credit Union Ltd,false,243.4,68.9,312.3,1153802.8,637845.5,1791648.2999999993,0.00021095,0.00010802,0.00017431
2020-11-01,48006434162,HSBC Bank Australia Limited,false,15799.2,6358.1,22157.300000000003,1153802.8,637845.5,1791648.2999999993,0.01369315,0.00996809,0.01236699
2020-11-01,54138221637,"Hua Nan Commercial Bank, Ltd.",false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,85051868556,Hume Bank Limited,false,662,207.3,869.3,1153802.8,637845.5,1791648.2999999993,0.00057375,0.00032500,0.00048520
2020-11-01,14087650771,Illawarra Credit Union Limited,false,341.7,102.6,444.29999999999995,1153802.8,637845.5,1791648.2999999993,0.00029615,0.00016085,0.00024798
2020-11-01,92087651974,IMB Ltd,false,3646.3,1113,4759.3,1153802.8,637845.5,1791648.2999999993,0.00316025,0.00174494,0.00265638
2020-11-01,97087822464,Indue Ltd,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,57086866506,Industrial and Commercial Bank of China Limited,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,24000893292,ING Bank (Australia) Limited,false,43037.9,8377.3,51415.2,1153802.8,637845.5,1791648.2999999993,0.03730091,0.01313374,0.02869715
2020-11-01,32080178196,ING Bank N.V.,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,93629184710,Investec Bank plc,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,43074112011,"JPMorgan Chase Bank, National Association",false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,11615995581,Judo Bank Pty Ltd,false,118,107.6,225.6,1153802.8,637845.5,1791648.2999999993,0.00010227,0.00016869,0.00012592
2020-11-01,96164085563,KEB HANA Bank,false,8.8,4.9,13.700000000000001,1153802.8,637845.5,1791648.2999999993,0.00000763,0.00000768,0.00000765
2020-11-01,25044678441,Lutheran Laypeople's League of Australia Limited,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,83087650244,Macarthur Credit Union Ltd,false,137.5,34.6,172.1,1153802.8,637845.5,1791648.2999999993,0.00011917,0.00005425,0.00009606
2020-11-01,46008583542,Macquarie Bank Limited,true,32587.6,23979.8,56567.399999999994,1153802.8,637845.5,1791648.2999999993,0.02824365,0.03759500,0.03157283
2020-11-01,94087651983,Maitland Mutual Limited,false,390.3,157.1,547.4,1153802.8,637845.5,1791648.2999999993,0.00033827,0.00024630,0.00030553
2020-11-01,27079372688,"Mega International Commercial Bank Co., Ltd.",false,7.4,10.4,17.8,1153802.8,637845.5,1791648.2999999993,0.00000641,0.00001630,0.00000993
2020-11-01,83087651054,Members Banking Group Limited,false,1628.4,321.9,1950.3000000000002,1153802.8,637845.5,1791648.2999999993,0.00141133,0.00050467,0.00108855
2020-11-01,56070887679,Members Equity Bank Limited,false,11282.4,3688.6,14971,1153802.8,637845.5,1791648.2999999993,0.00977845,0.00578291,0.00835599
2020-11-01,83099031106,"Mizuho Bank, Ltd.",false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,75103418882,"MUFG Bank, Ltd.",false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,54087651750,MyLifeMyFinance Limited,false,97.4,18.9,116.30000000000001,1153802.8,637845.5,1791648.2999999993,0.00008442,0.00002963,0.00006491
2020-11-01,89067729195,MyState Bank Limited,false,3102,744.1,3846.1,1153802.8,637845.5,1791648.2999999993,0.00268850,0.00116658,0.00214668
2020-11-01,12004044937,National Australia Bank Limited,true,157514.3,102581,260095.3,1153802.8,637845.5,1791648.2999999993,0.13651752,0.16082421,0.14517096
2020-11-01,96087651992,Newcastle Permanent Building Society Limited,false,6387.1,2046.6,8433.7,1153802.8,637845.5,1791648.2999999993,0.00553569,0.00320861,0.00470723
2020-11-01,36087650422,Northern Inland Credit Union Limited,false,195.1,48.3,243.39999999999998,1153802.8,637845.5,1791648.2999999993,0.00016909,0.00007572,0.00013585
2020-11-01,34087650477,Orange Credit Union Limited,false,134.9,4.5,139.4,1153802.8,637845.5,1791648.2999999993,0.00011692,0.00000705,0.00007781
2020-11-01,94073598035,Oversea-Chinese Banking Corporation Limited,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,93111195389,PayPal Australia Pty Limited,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,69087651876,Police & Nurses Limited,false,3554.8,1098.2,4653,1153802.8,637845.5,1791648.2999999993,0.00308094,0.00172173,0.00259705
2020-11-01,95087650799,Police Bank Ltd,false,1355.9,271.4,1627.3000000000002,1153802.8,637845.5,1791648.2999999993,0.00117516,0.00042549,0.00090827
2020-11-01,30087651205,Police Credit Union Limited,false,539.9,214.3,754.2,1153802.8,637845.5,1791648.2999999993,0.00046793,0.00033597,0.00042095
2020-11-01,33087651661,Police Financial Services Limited,false,1345.7,310.4,1656.1,1153802.8,637845.5,1791648.2999999993,0.00116632,0.00048664,0.00092434
2020-11-01,79087651036,QPCU Limited,false,521.6,145.8,667.4000000000001,1153802.8,637845.5,1791648.2999999993,0.00045207,0.00022858,0.00037251
2020-11-01,53087650557,Qudos Mutual Ltd,false,2293.4,1058.1,3351.5,1153802.8,637845.5,1791648.2999999993,0.00198769,0.00165887,0.00187062
2020-11-01,77087651027,Queensland Country Bank Limited,false,1355.4,388.5,1743.9,1153802.8,637845.5,1791648.2999999993,0.00117472,0.00060908,0.00097335
2020-11-01,50001621129,Rabobank Australia Limited,false,87.6,176.9,264.5,1153802.8,637845.5,1791648.2999999993,0.00007592,0.00027734,0.00014763
2020-11-01,91087651090,Railways Credit Union Limited,false,362.6,110.4,473,1153802.8,637845.5,1791648.2999999993,0.00031427,0.00017308,0.00026400
2020-11-01,21087650360,Regional Australia Bank Ltd,false,1431.7,335.2,1766.9,1153802.8,637845.5,1791648.2999999993,0.00124085,0.00052552,0.00098619
2020-11-01,86076940880,Royal Bank of Canada,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,95607620440,"Shinhan Bank Co., Ltd",false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,71092516286,Societe Generale,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,82087650682,Southern Cross Credit Union Ltd,false,339.1,116.8,455.90000000000003,1153802.8,637845.5,1791648.2999999993,0.00029390,0.00018312,0.00025446
2020-11-01,35845772731,Standard Chartered Bank,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,95082610008,State Bank of India,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,70062819630,State Street Bank and Trust Company,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,98114053459,Sumitomo Mitsui Banking Corporation,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,23087650806,Summerland Financial Services Limited,false,459.4,160.9,620.3,1153802.8,637845.5,1791648.2999999993,0.00039816,0.00025226,0.00034622
2020-11-01,66010831722,Suncorp-Metway Limited,false,30095.9,12271.6,42367.5,1153802.8,637845.5,1791648.2999999993,0.02608409,0.01923914,0.02364722
2020-11-01,30165085638,"Taishin International Bank Co., Ltd",false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,36078577250,"Taiwan Business Bank, Ltd",false,4.9,21.2,26.1,1153802.8,637845.5,1791648.2999999993,0.00000425,0.00003324,0.00001457
2020-11-01,96139482634,"Taiwan Cooperative Bank, Ltd",false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,30087650459,Teachers Mutual Bank Limited,false,5473.3,1498.6,6971.9,1153802.8,637845.5,1791648.2999999993,0.00474370,0.00234947,0.00389133
2020-11-01,84084066419,The Bank of New York Mellon,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,34133513827,The Bank of Nova Scotia,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,54087650940,The Capricornian Ltd,false,216.5,51,267.5,1153802.8,637845.5,1791648.2999999993,0.00018764,0.00007996,0.00014930
2020-11-01,65117925970,The Hongkong and Shanghai Banking Corporation Limited,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,62126279918,The Northern Trust Company,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,49103575042,Tyro Payments Limited,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,47088129613,UBS AG,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,17135448047,Union Bank of India,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,56060785284,United Overseas Bank Limited,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,11087650315,Unity Bank Limited,false,687.7,200.7,888.4000000000001,1153802.8,637845.5,1791648.2999999993,0.00059603,0.00031465,0.00049586
2020-11-01,44087651769,Victoria Teachers Limited,false,1857.5,382.5,2240,1153802.8,637845.5,1791648.2999999993,0.00160989,0.00059967,0.00125025
2020-11-01,67622375722,volt bank limited,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,98087651116,Warwick Credit Union Ltd,false,197.2,50.2,247.39999999999998,1153802.8,637845.5,1791648.2999999993,0.00017091,0.00007870,0.00013809
2020-11-01,48087651787,WAW Credit Union Co-Operative Limited,false,336.1,77.3,413.40000000000003,1153802.8,637845.5,1791648.2999999993,0.00029130,0.00012119,0.00023074
2020-11-01,33007457141,Westpac Banking Corporation,true,228589.4,176137.7,404727.1,1153802.8,637845.5,1791648.2999999993,0.19811826,0.27614477,0.22589651
2020-11-01,38616463855,Wise Australia Pty Ltd,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,94150148299,Woori Bank,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-11-01,99618937054,Xinja Bank Limited,false,0,0,0,1153802.8,637845.5,1791648.2999999993,0.00000000,0.00000000,0.00000000
2020-12-01,13621804813,86 400 Ltd,false,100.7,47.2,147.9,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00008667,0.00007388,0.00008213
2020-12-01,70744009137,ABN AMRO Bank N.V.,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,48848300367,Agricultural Bank of China Limited,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,15081596009,AMP Bank Limited,false,13022.5,5241.7,18264.2,1161850.0000000005,638871.0000000002,1800721.0000000002,0.01120842,0.00820463,0.01014272
2020-12-01,37002950745,Arab Bank Australia Limited,false,199.7,207.1,406.79999999999995,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00017188,0.00032417,0.00022591
2020-12-01,11005357522,Australia and New Zealand Banking Group Limited,true,175011.9,87213.5,262225.4,1161850.0000000005,638871.0000000002,1800721.0000000002,0.15063210,0.13651191,0.14562245
2020-12-01,11087651125,Australian Central Credit Union Ltd,false,6074.6,1386.2,7460.8,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00522839,0.00216977,0.00414323
2020-12-01,48087649741,Australian Military Bank Ltd,false,1007.5,165.7,1173.2,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00086715,0.00025936,0.00065152
2020-12-01,93087650726,Australian Mutual Bank Ltd,false,842.5,264.5,1107,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00072514,0.00041401,0.00061475
2020-12-01,14087822491,Australian Settlements Limited,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,30087652079,Australian Unity Bank Limited,false,527.4,247.7,775.0999999999999,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00045393,0.00038772,0.00043044
2020-12-01,40087652060,Auswide Bank Ltd,false,2376.8,797.5,3174.3,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00204570,0.00124830,0.00176279
2020-12-01,32087652088,B&E Ltd,false,748.7,173.5,922.2,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00064440,0.00027157,0.00051213
2020-12-01,21087651607,Bank Australia Limited,false,4457,849.1,5306.1,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00383612,0.00132906,0.00294665
2020-12-01,51064874531,"Bank of America, National Association",false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,48125314249,Bank of Baroda,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,28110077622,Bank of China (Australia) Limited,false,2880.7,647,3527.7,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00247941,0.00101272,0.00195905
2020-12-01,29002979955,Bank of China Limited,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,74137909963,"Bank of Communications Co., Ltd.",false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,32009656740,Bank of Queensland Limited,false,17399.7,11479.2,28878.9,1161850.0000000005,638871.0000000002,1800721.0000000002,0.01497586,0.01796795,0.01603741
2020-12-01,44093488629,Bank of Sydney Ltd,false,919.4,332.9,1252.3,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00079132,0.00052108,0.00069544
2020-12-01,71608940718,Bank of Taiwan,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,11068049178,Bendigo and Adelaide Bank Limited,false,32915.2,15250.3,48165.5,1161850.0000000005,638871.0000000002,1800721.0000000002,0.02832999,0.02387070,0.02674790
2020-12-01,15087651143,Beyond Bank Australia Limited,false,4197.9,1029.6,5227.5,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00361312,0.00161159,0.00290300
2020-12-01,63087651849,BNK Banking Corporation Limited,false,146,129.6,275.6,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00012566,0.00020286,0.00015305
2020-12-01,23000000117,BNP Paribas,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,87149440291,BNP Paribas Securities Services,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,33608235847,Canadian Imperial Bank of Commerce,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,24125167553,China Construction Bank Corporation,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,69322403457,"China Everbright Bank Co., Ltd",false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,96609857383,"China Merchants Bank Co., Ltd",false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,34072814058,"Citibank, N.A.",false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,88004325080,Citigroup Pty Limited,false,4061.2,2435.9,6497.1,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00349546,0.00381282,0.00360805
2020-12-01,88087649910,Coastline Credit Union Limited,false,367.3,91.4,458.70000000000005,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00031613,0.00014306,0.00025473
2020-12-01,48123123124,Commonwealth Bank of Australia,true,307090.3,159175.2,466265.5,1161850.0000000005,638871.0000000002,1800721.0000000002,0.26431149,0.24915077,0.25893267
2020-12-01,80087649938,Community First Credit Union Limited,false,671.1,177.3,848.4000000000001,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00057761,0.00027752,0.00047114
2020-12-01,70003917655,Cooperatieve Rabobank U.A.,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,17061700712,Credit Suisse AG,false,107,60.5,167.5,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00009209,0.00009470,0.00009302
2020-12-01,44087650959,Credit Union Australia Ltd,false,10224,2582.5,12806.5,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00879976,0.00404229,0.00711187
2020-12-01,36087651232,Credit Union SA Ltd,false,766.2,182.7,948.9000000000001,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00065947,0.00028597,0.00052696
2020-12-01,95087822455,Cuscal Limited,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,46601105373,DBS Bank Ltd,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,57087651385,Defence Bank Limited,false,1961.4,309.9,2271.3,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00168817,0.00048507,0.00126133
2020-12-01,13064165162,Deutsche Bank Aktiengesellschaft,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,60606234879,"E.SUN Commercial Bank, Ltd.",false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,15126292608,First Commercial Bank,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,95087650735,First Option Bank Ltd,false,137.3,43.1,180.4,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00011817,0.00006746,0.00010018
2020-12-01,72087650637,G&C Mutual Bank Limited,false,531.8,171,702.8,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00045772,0.00026766,0.00039029
2020-12-01,47087650093,Gateway Bank Ltd,false,592.4,166.8,759.2,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00050988,0.00026109,0.00042161
2020-12-01,87087651509,Goulburn Murray Credit Union Co-operative Limited,false,212.8,49.9,262.7,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00018316,0.00007811,0.00014589
2020-12-01,88087651956,Greater Bank Limited,false,4160.9,1145.1,5306,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00358127,0.00179238,0.00294660
2020-12-01,32087652024,Heritage Bank Limited,false,5744.9,1730.8,7475.7,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00494461,0.00270915,0.00415150
2020-12-01,66087650173,Horizon Credit Union Ltd,false,248,69.2,317.2,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00021345,0.00010832,0.00017615
2020-12-01,48006434162,HSBC Bank Australia Limited,false,15868.6,6333.7,22202.3,1161850.0000000005,638871.0000000002,1800721.0000000002,0.01365805,0.00991389,0.01232967
2020-12-01,54138221637,"Hua Nan Commercial Bank, Ltd.",false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,85051868556,Hume Bank Limited,false,668.3,208.5,876.8,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00057520,0.00032636,0.00048692
2020-12-01,14087650771,Illawarra Credit Union Limited,false,340.7,103.4,444.1,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00029324,0.00016185,0.00024662
2020-12-01,92087651974,IMB Ltd,false,3653.9,1119.9,4773.8,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00314490,0.00175294,0.00265105
2020-12-01,97087822464,Indue Ltd,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,57086866506,Industrial and Commercial Bank of China Limited,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,24000893292,ING Bank (Australia) Limited,false,43316.1,8302.1,51618.2,1161850.0000000005,638871.0000000002,1800721.0000000002,0.03728201,0.01299496,0.02866530
2020-12-01,32080178196,ING Bank N.V.,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,46156153829,Intesa Sanpaolo SPA,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,93629184710,Investec Bank plc,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,43074112011,"JPMorgan Chase Bank, National Association",false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,11615995581,Judo Bank Pty Ltd,false,124.1,118.2,242.3,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00010681,0.00018501,0.00013456
2020-12-01,96164085563,KEB HANA Bank,false,8.8,4.9,13.700000000000001,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000757,0.00000767,0.00000761
2020-12-01,25044678441,Lutheran Laypeople's League of Australia Limited,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,83087650244,Macarthur Credit Union Ltd,false,141.1,35.5,176.6,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00012144,0.00005557,0.00009807
2020-12-01,46008583542,Macquarie Bank Limited,true,33838.9,24688.5,58527.4,1161850.0000000005,638871.0000000002,1800721.0000000002,0.02912502,0.03864395,0.03250220
2020-12-01,94087651983,Maitland Mutual Limited,false,391.3,160,551.3,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00033679,0.00025044,0.00030616
2020-12-01,27079372688,"Mega International Commercial Bank Co., Ltd.",false,7.4,10.4,17.8,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000637,0.00001628,0.00000988
2020-12-01,83087651054,Members Banking Group Limited,false,1630.9,320.4,1951.3000000000002,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00140371,0.00050151,0.00108362
2020-12-01,56070887679,Members Equity Bank Limited,false,11377.9,3663.6,15041.5,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00979292,0.00573449,0.00835304
2020-12-01,83099031106,"Mizuho Bank, Ltd.",false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,75103418882,"MUFG Bank, Ltd.",false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,54087651750,MyLifeMyFinance Limited,false,96.3,18.6,114.9,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00008289,0.00002911,0.00006381
2020-12-01,89067729195,MyState Bank Limited,false,3141.4,750.4,3891.8,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00270379,0.00117457,0.00216125
2020-12-01,12004044937,National Australia Bank Limited,true,158698.8,101830.8,260529.59999999998,1161850.0000000005,638871.0000000002,1800721.0000000002,0.13659147,0.15939180,0.14468071
2020-12-01,96087651992,Newcastle Permanent Building Society Limited,false,6390.1,2043.8,8433.9,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00549994,0.00319908,0.00468362
2020-12-01,36087650422,Northern Inland Credit Union Limited,false,196,48.3,244.3,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00016870,0.00007560,0.00013567
2020-12-01,34087650477,Orange Credit Union Limited,false,118.3,26.2,144.5,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00010182,0.00004101,0.00008025
2020-12-01,94073598035,Oversea-Chinese Banking Corporation Limited,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,93111195389,PayPal Australia Pty Limited,false,0,0,0,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00000000,0.00000000,0.00000000
2020-12-01,69087651876,Police & Nurses Limited,false,3573.3,1122.4,4695.700000000001,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00307553,0.00175685,0.00260768
2020-12-01,95087650799,Police Bank Ltd,false,1359.3,273.6,1632.9,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00116994,0.00042826,0.00090680
2020-12-01,30087651205,Police Credit Union Limited,false,542.2,216.2,758.4000000000001,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00046667,0.00033841,0.00042116
2020-12-01,33087651661,Police Financial Services Limited,false,1345.3,309.8,1655.1,1161850.0000000005,638871.0000000002,1800721.0000000002,0.00115789,0.00048492,0.00091913
