period,abn,institution_name,big5_flag,owner_occupied_value_millions,investment_value_millions,total_housing_value_millions,system_owner_occupied_millions,system_investment_millions,system_total_housing_millions,owner_occupied_share,investment_share,total_housing_share
2019-03-01,70744009137,ABN AMRO Bank N.V.,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,48848300367,Agricultural Bank of China Limited,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,15081596009,AMP Bank Limited,false,12937.5,4323.8,17261.3,1059263.2000000004,649961.2999999998,1709224.4999999995,0.01221368,0.00665240,0.01009891
2019-03-01,37002950745,Arab Bank Australia Limited,false,160,177.4,337.4,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00015105,0.00027294,0.00019740
2019-03-01,11005357522,Australia and New Zealand Banking Group Limited,true,159734.2,89984.3,249718.5,1059263.2000000004,649961.2999999998,1709224.4999999995,0.15079746,0.13844563,0.14610047
2019-03-01,11087651125,Australian Central Credit Union Ltd,false,5722.7,1273.5,6996.2,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00540253,0.00195935,0.00409320
2019-03-01,48087649741,Australian Military Bank Ltd,false,899.1,150.9,1050,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00084880,0.00023217,0.00061431
2019-03-01,93087650726,Australian Mutual Bank Ltd,false,529.7,131.5,661.2,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00050006,0.00020232,0.00038684
2019-03-01,14087822491,Australian Settlements Limited,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,30087652079,Australian Unity Bank Limited,false,383.3,209.7,593,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00036186,0.00032263,0.00034694
2019-03-01,40087652060,Auswide Bank Ltd,false,1712.1,757.3,2469.3999999999996,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00161631,0.00116515,0.00144475
2019-03-01,32087652088,B&E Ltd,false,625.6,140.4,766,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00059060,0.00021601,0.00044816
2019-03-01,50087649750,Bananacoast Community Credit Union Ltd,false,729.1,287.1,1016.2,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00068831,0.00044172,0.00059454
2019-03-01,21087651607,Bank Australia Limited,false,3799.3,723.6,4522.900000000001,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00358674,0.00111330,0.00264617
2019-03-01,51064874531,"Bank of America, National Association",false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,48125314249,Bank of Baroda,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,28110077622,Bank of China (Australia) Limited,false,974,366.9,1340.9,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00091951,0.00056450,0.00078451
2019-03-01,29002979955,Bank of China Limited,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,74137909963,"Bank of Communications Co., Ltd.",false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,32009656740,Bank of Queensland Limited,false,15746,11697.5,27443.5,1059263.2000000004,649961.2999999998,1709224.4999999995,0.01486505,0.01799723,0.01605611
2019-03-01,44093488629,Bank of Sydney Ltd,false,832.9,291.4,1124.3,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00078630,0.00044833,0.00065778
2019-03-01,71608940718,Bank of Taiwan,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,11068049178,Bendigo and Adelaide Bank Limited,false,27299.2,13276.7,40575.9,1059263.2000000004,649961.2999999998,1709224.4999999995,0.02577188,0.02042691,0.02373936
2019-03-01,15087651143,Beyond Bank Australia Limited,false,3461.4,830.2,4291.6,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00326774,0.00127731,0.00251085
2019-03-01,63087651849,BNK Banking Corporation Limited,false,101,56.8,157.8,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00009535,0.00008739,0.00009232
2019-03-01,23000000117,BNP Paribas,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,87149440291,BNP Paribas Securities Services,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,33608235847,Canadian Imperial Bank of Commerce,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,24125167553,China Construction Bank Corporation,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,69322403457,"China Everbright Bank Co., Ltd",false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,96609857383,"China Merchants Bank Co., Ltd",false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,34072814058,"Citibank, N.A.",false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,88004325080,Citigroup Pty Limited,false,3989.3,2450,6439.3,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00376611,0.00376946,0.00376738
2019-03-01,88087649910,Coastline Credit Union Limited,false,289.2,76.9,366.1,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00027302,0.00011831,0.00021419
2019-03-01,48123123124,Commonwealth Bank of Australia,true,272653,156418.3,429071.3,1059263.2000000004,649961.2999999998,1709224.4999999995,0.25739873,0.24065787,0.25103273
2019-03-01,80087649938,Community First Credit Union Limited,false,598,193.5,791.5,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00056454,0.00029771,0.00046308
2019-03-01,70003917655,Cooperatieve Rabobank U.A.,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,17061700712,Credit Suisse AG,false,294.1,116.9,411,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00027765,0.00017986,0.00024046
2019-03-01,44087650959,Credit Union Australia Ltd,false,10232.1,2510,12742.1,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00965964,0.00386177,0.00745490
2019-03-01,36087651232,Credit Union SA Ltd,false,774,165.6,939.6,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00073070,0.00025478,0.00054972
2019-03-01,95087822455,Cuscal Limited,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,46601105373,DBS Bank Ltd,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,57087651385,Defence Bank Limited,false,1737.3,215.6,1952.8999999999999,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00164010,0.00033171,0.00114256
2019-03-01,13064165162,Deutsche Bank Aktiengesellschaft,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,60606234879,"E.SUN Commercial Bank, Ltd.",false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,35087650039,EECU Limited,false,184.1,84.2,268.3,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00017380,0.00012955,0.00015697
2019-03-01,43087650011,Endeavour Mutual Bank Ltd,false,317.3,134.1,451.4,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00029955,0.00020632,0.00026410
2019-03-01,15126292608,First Commercial Bank,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,95087650735,First Option Bank Ltd,false,121.6,37.4,159,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00011480,0.00005754,0.00009302
2019-03-01,72087650637,G&C Mutual Bank Limited,false,418.9,196.6,615.5,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00039546,0.00030248,0.00036010
2019-03-01,47087650093,Gateway Bank Ltd,false,620.9,190.8,811.7,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00058616,0.00029356,0.00047489
2019-03-01,87087651509,Goulburn Murray Credit Union Co-operative Limited,false,201.3,47.1,248.4,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00019004,0.00007247,0.00014533
2019-03-01,88087651956,Greater Bank Limited,false,4141.7,1205.1,5346.799999999999,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00390998,0.00185411,0.00312820
2019-03-01,32087652024,Heritage Bank Limited,false,5230.3,1687.8,6918.1,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00493768,0.00259677,0.00404751
2019-03-01,64087650164,Holiday Coast Credit Union Ltd,false,348.3,69.7,418,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00032881,0.00010724,0.00024456
2019-03-01,66087650173,Horizon Credit Union Ltd,false,219.4,58.7,278.1,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00020713,0.00009031,0.00016271
2019-03-01,48006434162,HSBC Bank Australia Limited,false,11853.5,5531.7,17385.2,1059263.2000000004,649961.2999999998,1709224.4999999995,0.01119033,0.00851081,0.01017140
2019-03-01,54138221637,"Hua Nan Commercial Bank, Ltd.",false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,85051868556,Hume Bank Limited,false,575.4,196.9,772.3,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00054321,0.00030294,0.00045184
2019-03-01,68087650182,Hunter United Employees' Credit Union Limited,false,221.7,41.3,263,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00020930,0.00006354,0.00015387
2019-03-01,14087650771,Illawarra Credit Union Limited,false,369.8,117,486.8,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00034911,0.00018001,0.00028481
2019-03-01,92087651974,IMB Ltd,false,3262.9,994.6,4257.5,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00308035,0.00153024,0.00249090
2019-03-01,97087822464,Indue Ltd,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,57086866506,Industrial and Commercial Bank of China Limited,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,24000893292,ING Bank (Australia) Limited,false,39531.8,9529.2,49061,1059263.2000000004,649961.2999999998,1709224.4999999995,0.03732009,0.01466118,0.02870366
2019-03-01,32080178196,ING Bank N.V.,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,43074112011,"JPMorgan Chase Bank, National Association",false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,96164085563,KEB HANA Bank,false,9.6,7.1,16.7,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000906,0.00001092,0.00000977
2019-03-01,25044678441,Lutheran Laypeople's League of Australia Limited,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,83087650244,Macarthur Credit Union Ltd,false,144.9,26.6,171.5,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00013679,0.00004093,0.00010034
2019-03-01,46008583542,Macquarie Bank Limited,true,20200.5,15948.4,36148.9,1059263.2000000004,649961.2999999998,1709224.4999999995,0.01907033,0.02453746,0.02114930
2019-03-01,94087651983,Maitland Mutual Limited,false,343.9,137.2,481.09999999999997,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00032466,0.00021109,0.00028147
2019-03-01,27079372688,"Mega International Commercial Bank Co., Ltd.",false,9.5,9.6,19.1,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000897,0.00001477,0.00001117
2019-03-01,83087651054,Members Banking Group Limited,false,1379.1,268.1,1647.1999999999998,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00130194,0.00041249,0.00096371
2019-03-01,56070887679,Members Equity Bank Limited,false,14077.3,4999.3,19076.6,1059263.2000000004,649961.2999999998,1709224.4999999995,0.01328971,0.00769169,0.01116097
2019-03-01,83099031106,"Mizuho Bank, Ltd.",false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,75103418882,"MUFG Bank, Ltd.",false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,54087651750,MyLifeMyFinance Limited,false,63.4,9.1,72.5,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00005985,0.00001400,0.00004242
2019-03-01,89067729195,MyState Bank Limited,false,2670.6,625.7,3296.3,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00252119,0.00096267,0.00192854
2019-03-01,12004044937,National Australia Bank Limited,true,146352,115696,262048,1059263.2000000004,649961.2999999998,1709224.4999999995,0.13816396,0.17800444,0.15331397
2019-03-01,96087651992,Newcastle Permanent Building Society Limited,false,6361.2,2072.7,8433.9,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00600531,0.00318896,0.00493434
2019-03-01,36087650422,Northern Inland Credit Union Limited,false,179.2,38.1,217.29999999999998,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00016917,0.00005862,0.00012713
2019-03-01,34087650477,Orange Credit Union Limited,false,99.4,20,119.4,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00009384,0.00003077,0.00006986
2019-03-01,94073598035,Oversea-Chinese Banking Corporation Limited,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,93111195389,PayPal Australia Pty Limited,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,69087651876,Police & Nurses Limited,false,2620.2,881.8,3502,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00247361,0.00135670,0.00204888
2019-03-01,95087650799,Police Bank Ltd,false,1257.1,221.4,1478.5,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00118677,0.00034064,0.00086501
2019-03-01,30087651205,Police Credit Union Limited,false,574.6,206.6,781.2,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00054245,0.00031787,0.00045705
2019-03-01,33087651661,Police Financial Services Limited,false,1254.4,292.2,1546.6000000000001,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00118422,0.00044957,0.00090485
2019-03-01,79087651036,QPCU Limited,false,507.2,152.2,659.4,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00047882,0.00023417,0.00038579
2019-03-01,53087650557,Qudos Mutual Ltd,false,2173.3,897.3,3070.6000000000004,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00205171,0.00138054,0.00179649
2019-03-01,77087651027,Queensland Country Bank Limited,false,1241.2,370.8,1612,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00117176,0.00057050,0.00094312
2019-03-01,50001621129,Rabobank Australia Limited,false,139.4,207.4,346.8,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00013160,0.00031910,0.00020290
2019-03-01,91087651090,Railways Credit Union Limited,false,358.9,97.8,456.7,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00033882,0.00015047,0.00026720
2019-03-01,21087650360,Regional Australia Bank Ltd,false,832.7,190.5,1023.2,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00078611,0.00029309,0.00059863
2019-03-01,86076940880,Royal Bank of Canada,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,74083938416,Rural Bank Limited,false,0,0.1,0.1,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000015,0.00000006
2019-03-01,95607620440,"Shinhan Bank Co., Ltd",false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,82087650682,Southern Cross Credit Union Ltd,false,305,118.6,423.6,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00028794,0.00018247,0.00024783
2019-03-01,35845772731,Standard Chartered Bank,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,95082610008,State Bank of India,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,70062819630,State Street Bank and Trust Company,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,98114053459,Sumitomo Mitsui Banking Corporation,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,23087650806,Summerland Financial Services Limited,false,394.6,136.4,531,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00037252,0.00020986,0.00031067
2019-03-01,66010831722,Suncorp-Metway Limited,false,30752.3,12349.9,43102.2,1059263.2000000004,649961.2999999998,1709224.4999999995,0.02903178,0.01900098,0.02521740
2019-03-01,30165085638,"Taishin International Bank Co., Ltd",false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,36078577250,"Taiwan Business Bank, Ltd",false,11.9,28.2,40.1,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00001123,0.00004339,0.00002346
2019-03-01,96139482634,"Taiwan Cooperative Bank, Ltd",false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,30087650459,Teachers Mutual Bank Limited,false,4839.3,1397.2,6236.5,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00456855,0.00214967,0.00364873
2019-03-01,84084066419,The Bank of New York Mellon,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,34133513827,The Bank of Nova Scotia,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,54087650940,The Capricornian Ltd,false,287.7,0,287.7,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00027160,0.00000000,0.00016832
2019-03-01,65117925970,The Hongkong and Shanghai Banking Corporation Limited,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,62126279918,The Northern Trust Company,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,49103575042,Tyro Payments Limited,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,47088129613,UBS AG,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,17135448047,Union Bank of India,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,56060785284,United Overseas Bank Limited,false,0,1.2,1.2,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000185,0.00000070
2019-03-01,11087650315,Unity Bank Limited,false,655.5,203.3,858.8,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00061883,0.00031279,0.00050245
2019-03-01,44087651769,Victoria Teachers Limited,false,1590.8,398.6,1989.4,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00150180,0.00061327,0.00116392
2019-03-01,67622375722,volt bank limited,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-03-01,98087651116,Warwick Credit Union Ltd,false,147.3,55.1,202.4,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00013906,0.00008477,0.00011842
2019-03-01,48087651787,WAW Credit Union Co-Operative Limited,false,275,63.9,338.9,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00025961,0.00009831,0.00019828
2019-03-01,33007457141,Westpac Banking Corporation,true,223321.2,184884.9,408206.1,1059263.2000000004,649961.2999999998,1709224.4999999995,0.21082692,0.28445524,0.23882533
2019-03-01,94150148299,Woori Bank,false,0,0,0,1059263.2000000004,649961.2999999998,1709224.4999999995,0.00000000,0.00000000,0.00000000
2019-04-01,70744009137,ABN AMRO Bank N.V.,false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,48848300367,Agricultural Bank of China Limited,false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,15081596009,AMP Bank Limited,false,12969.2,4374,17343.2,1062771.3000000003,650275.8,1713047.1000000003,0.01220319,0.00672638,0.01012418
2019-04-01,37002950745,Arab Bank Australia Limited,false,162.7,177.5,340.2,1062771.3000000003,650275.8,1713047.1000000003,0.00015309,0.00027296,0.00019859
2019-04-01,11005357522,Australia and New Zealand Banking Group Limited,true,159653.4,89447.5,249100.9,1062771.3000000003,650275.8,1713047.1000000003,0.15022367,0.13755317,0.14541392
2019-04-01,11087651125,Australian Central Credit Union Ltd,false,5753.9,1281.2,7035.099999999999,1062771.3000000003,650275.8,1713047.1000000003,0.00541405,0.00197024,0.00410678
2019-04-01,48087649741,Australian Military Bank Ltd,false,904.2,151.5,1055.7,1062771.3000000003,650275.8,1713047.1000000003,0.00085079,0.00023298,0.00061627
2019-04-01,93087650726,Australian Mutual Bank Ltd,false,535.1,131.7,666.8,1062771.3000000003,650275.8,1713047.1000000003,0.00050349,0.00020253,0.00038925
2019-04-01,14087822491,Australian Settlements Limited,false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,30087652079,Australian Unity Bank Limited,false,389.5,211,600.5,1062771.3000000003,650275.8,1713047.1000000003,0.00036649,0.00032448,0.00035054
2019-04-01,40087652060,Auswide Bank Ltd,false,1730.9,758.4,2489.3,1062771.3000000003,650275.8,1713047.1000000003,0.00162867,0.00116627,0.00145314
2019-04-01,32087652088,B&E Ltd,false,628.2,141.8,770,1062771.3000000003,650275.8,1713047.1000000003,0.00059110,0.00021806,0.00044949
2019-04-01,50087649750,Bananacoast Community Credit Union Ltd,false,734.3,284.8,1019.0999999999999,1062771.3000000003,650275.8,1713047.1000000003,0.00069093,0.00043797,0.00059490
2019-04-01,21087651607,Bank Australia Limited,false,3823.7,726.4,4550.099999999999,1062771.3000000003,650275.8,1713047.1000000003,0.00359786,0.00111706,0.00265614
2019-04-01,51064874531,"Bank of America, National Association",false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,48125314249,Bank of Baroda,false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,28110077622,Bank of China (Australia) Limited,false,1030.3,372.8,1403.1,1062771.3000000003,650275.8,1713047.1000000003,0.00096945,0.00057330,0.00081907
2019-04-01,29002979955,Bank of China Limited,false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,74137909963,"Bank of Communications Co., Ltd.",false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,32009656740,Bank of Queensland Limited,false,15728.7,11702.5,27431.2,1062771.3000000003,650275.8,1713047.1000000003,0.01479970,0.01799621,0.01601310
2019-04-01,44093488629,Bank of Sydney Ltd,false,863.2,296.9,1160.1,1062771.3000000003,650275.8,1713047.1000000003,0.00081222,0.00045658,0.00067721
2019-04-01,71608940718,Bank of Taiwan,false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,11068049178,Bendigo and Adelaide Bank Limited,false,27417.6,13377.4,40795,1062771.3000000003,650275.8,1713047.1000000003,0.02579821,0.02057189,0.02381429
2019-04-01,15087651143,Beyond Bank Australia Limited,false,3502.9,832,4334.9,1062771.3000000003,650275.8,1713047.1000000003,0.00329601,0.00127946,0.00253052
2019-04-01,63087651849,BNK Banking Corporation Limited,false,101.9,60.2,162.10000000000002,1062771.3000000003,650275.8,1713047.1000000003,0.00009588,0.00009258,0.00009463
2019-04-01,23000000117,BNP Paribas,false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,87149440291,BNP Paribas Securities Services,false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,33608235847,Canadian Imperial Bank of Commerce,false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,24125167553,China Construction Bank Corporation,false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,69322403457,"China Everbright Bank Co., Ltd",false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,96609857383,"China Merchants Bank Co., Ltd",false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,34072814058,"Citibank, N.A.",false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,88004325080,Citigroup Pty Limited,false,4035.7,2456,6491.7,1062771.3000000003,650275.8,1713047.1000000003,0.00379734,0.00377686,0.00378956
2019-04-01,88087649910,Coastline Credit Union Limited,false,288.5,78.8,367.3,1062771.3000000003,650275.8,1713047.1000000003,0.00027146,0.00012118,0.00021441
2019-04-01,48123123124,Commonwealth Bank of Australia,true,274329.9,156172.8,430502.7,1062771.3000000003,650275.8,1713047.1000000003,0.25812694,0.24016394,0.25130815
2019-04-01,80087649938,Community First Credit Union Limited,false,607.8,192,799.8,1062771.3000000003,650275.8,1713047.1000000003,0.00057190,0.00029526,0.00046689
2019-04-01,70003917655,Cooperatieve Rabobank U.A.,false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,17061700712,Credit Suisse AG,false,305.4,117.4,422.79999999999995,1062771.3000000003,650275.8,1713047.1000000003,0.00028736,0.00018054,0.00024681
2019-04-01,44087650959,Credit Union Australia Ltd,false,10256.8,2521.2,12778,1062771.3000000003,650275.8,1713047.1000000003,0.00965099,0.00387712,0.00745922
2019-04-01,36087651232,Credit Union SA Ltd,false,777.4,165.4,942.8,1062771.3000000003,650275.8,1713047.1000000003,0.00073148,0.00025435,0.00055036
2019-04-01,95087822455,Cuscal Limited,false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,46601105373,DBS Bank Ltd,false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,57087651385,Defence Bank Limited,false,1756.9,217.5,1974.4,1062771.3000000003,650275.8,1713047.1000000003,0.00165313,0.00033447,0.00115257
2019-04-01,13064165162,Deutsche Bank Aktiengesellschaft,false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,60606234879,"E.SUN Commercial Bank, Ltd.",false,0,0,0,1062771.3000000003,650275.8,1713047.1000000003,0.00000000,0.00000000,0.00000000
2019-04-01,35087650039,EECU Limited,false,185,83.6,268.6,1062771.3000000003,650275.8,1713047.1000000003,0.00017407,0.00012856,0.00015680
2019-04-01,43087650011,Endeavour Mutual Bank Ltd,false,316,134.5,450.5,1062771.3000000003,650275.8,1713047.1000000003,0.00029734,0.00020684,0.00026298
